Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Czynsz,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Winda,Dzielnica,Cena [zł/m²],Balkon,Ogródek,Taras,Miejsce parkingowe/Garaż,Domofon/Wideofon,Teren zamknięty,Monitoring/Ochrona,pralka,lodówka,meble,telewizor,piekarnik,zmywarka,kuchenka,Klimatyzacja
"ul. Augustówka, Augustówka, Mokotów, Warszawa, mazowieckie",640000.0,38.0,pełna własność,2,do zamieszkania,3,400.0,miejskie,wtórny,biuro nieruchomości,2004,apartamentowiec,0,Mokotów,16842.0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1780000.0,70.16,pełna własność,3,do zamieszkania,1,897.0,miejskie,wtórny,biuro nieruchomości,2015,apartamentowiec,1,Wilanów,25371.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ul. Saska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",535000.0,30.0,pełna własność,1,do remontu,9,560.0,miejskie,wtórny,biuro nieruchomości,1972,blok,1,Praga-Południe,17833.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"Przejezdna, Kobiałka, Białołęka, Warszawa, mazowieckie",799000.0,49.39,pełna własność,3,do zamieszkania,3,740.0,miejskie,wtórny,biuro nieruchomości,2019,blok,1,Białołęka,16177.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie",635000.0,27.5,pełna własność,1,do zamieszkania,1,350.0,miejskie,wtórny,biuro nieruchomości,2016,apartamentowiec,1,Praga-Północ,23091.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"al. Aleja Władysława Reymonta, Wawrzyszew, Bielany, Warszawa, mazowieckie",749500.0,50.7,spółdzielcze wł. prawo do lokalu,3,do remontu,3,1000.0,miejskie,wtórny,biuro nieruchomości,1975,blok,1,Bielany,14783.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie",569000.0,41.14,pełna własność,2,do wykończenia,4,420.0,miejskie,pierwotny,prywatny,2024,blok,1,Białołęka,13831.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Belgradzka, Natolin, Ursynów, Warszawa, mazowieckie",779000.0,41.17,pełna własność,2,do zamieszkania,2,750.0,miejskie,wtórny,prywatny,1985,blok,1,Ursynów,18922.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Zamkowa, Elsnerów, Targówek, Warszawa, mazowieckie",730000.0,49.9,pełna własność,2,do zamieszkania,1,750.0,miejskie,wtórny,biuro nieruchomości,2012,blok,1,Targówek,14629.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Niewielka, Czerniaków, Mokotów, Warszawa, mazowieckie",750000.0,48.8,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,0,700.0,miejskie,wtórny,biuro nieruchomości,2002,blok,1,Mokotów,15369.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",1240000.0,70.1,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,1,1415.0,gazowe,wtórny,prywatny,2000,blok,0,Ochota,17689.0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
"ul. Mordechaja Anielewicza, Młynów, Wola, Warszawa, mazowieckie",634000.0,35.97,pełna własność,2,do wykończenia,3,417.0,miejskie,wtórny,biuro nieruchomości,1964,blok,0,Wola,17626.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
"ul. 1 Maja, Skorosze, Ursus, Warszawa, mazowieckie",682000.0,42.0,pełna własność,2,do zamieszkania,2,890.0,miejskie,wtórny,biuro nieruchomości,1955,blok,0,Ursus,16238.0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"Grodzisk, Białołęka, Warszawa, mazowieckie",990000.0,71.0,pełna własność,3,do zamieszkania,2,680.0,miejskie,wtórny,biuro nieruchomości,2006,blok,0,Białołęka,13944.0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0
"ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie",789950.0,46.0,pełna własność,3,do zamieszkania,0,720.0,miejskie,wtórny,prywatny,2023,apartamentowiec,1,Ursus,17173.0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"ul. Płocka, Czyste, Wola, Warszawa, mazowieckie",970000.0,51.55,spółdzielcze wł. prawo do lokalu,3,do remontu,2,1010.21,miejskie,wtórny,biuro nieruchomości,1974,blok,1,Wola,18817.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",630000.0,40.3,pełna własność,2,do zamieszkania,4,550.0,miejskie,wtórny,prywatny,2012,apartamentowiec,1,Białołęka,15633.0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
"ul. Erazma Ciołka 5, Koło, Wola, Warszawa, mazowieckie",799000.0,40.0,pełna własność,3,do zamieszkania,5,700.0,miejskie,wtórny,prywatny,1963,blok,1,Wola,19975.0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0
"ul. Williama Szekspira 4, Wawrzyszew, Bielany, Warszawa, mazowieckie",899000.0,54.5,spółdzielcze wł. prawo do lokalu,4,do zamieszkania,2,600.0,miejskie,wtórny,prywatny,1975,blok,1,Bielany,16495.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Secemińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",859000.0,61.6,pełna własność,3,do remontu,5,800.0,miejskie,wtórny,prywatny,1985,blok,1,Bemowo,13945.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"al. Aleja gen. Władysława Sikorskiego, Stegny, Mokotów, Warszawa, mazowieckie",1980000.0,90.86,pełna własność,3,do zamieszkania,6,1000.0,miejskie,wtórny,biuro nieruchomości,2018,blok,1,Mokotów,21792.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Przy Bernardyńskiej Wodzie, Sadyba, Mokotów, Warszawa, mazowieckie",1090000.0,66.2,pełna własność,4,do remontu,3,800.0,miejskie,wtórny,biuro nieruchomości,1986,blok,0,Mokotów,16465.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ul. Turmoncka, Bródno, Targówek, Warszawa, mazowieckie",670000.0,38.8,pełna własność,2,do zamieszkania,3,770.0,miejskie,wtórny,biuro nieruchomości,1973,blok,1,Targówek,17268.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"ul. Grójecka, Okęcie, Włochy, Warszawa, mazowieckie",780000.0,30.21,pełna własność,1,do wykończenia,10,450.0,miejskie,wtórny,biuro nieruchomości,2002,blok,1,Włochy,25819.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"ul. Ludwika Kondratowicza, Bródno, Targówek, Warszawa, mazowieckie",690000.0,47.0,spółdzielcze wł. prawo do lokalu,2,do wykończenia,10,740.0,miejskie,wtórny,biuro nieruchomości,1981,blok,1,Targówek,14681.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
"ul. Grochowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",749000.0,65.65,pełna własność,3,do remontu,3,750.0,miejskie,wtórny,biuro nieruchomości,1958,szeregowiec,0,Praga-Południe,11409.0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"ul. Obrońców Tobruku, Fort Bema, Bemowo, Warszawa, mazowieckie",1325000.0,71.0,pełna własność,3,do zamieszkania,2,900.0,miejskie,wtórny,biuro nieruchomości,2007,blok,1,Bemowo,18662.0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"Brzeziny, Białołęka, Warszawa, mazowieckie",1049000.0,73.2,pełna własność,3,do zamieszkania,3,850.0,inne,wtórny,biuro nieruchomości,2005,blok,0,Białołęka,14331.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Wolska, Młynów, Wola, Warszawa, mazowieckie",1179000.0,81.05,pełna własność,3,do zamieszkania,6,850.0,miejskie,wtórny,biuro nieruchomości,1957,kamienica,1,Wola,14547.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",899000.0,44.09,pełna własność,2,do zamieszkania,2,450.0,miejskie,wtórny,biuro nieruchomości,2016,blok,1,Wola,20390.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Bertolta Brechta, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",623000.0,39.0,pełna własność,1,do remontu,1,600.0,miejskie,wtórny,biuro nieruchomości,1959,blok,0,Praga-Północ,15974.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Markowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",920000.0,38.37,pełna własność,2,do zamieszkania,5,550.0,miejskie,wtórny,prywatny,2019,apartamentowiec,1,Praga-Północ,23977.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Wolfganga Amadeusza Mozarta 10, Służew, Mokotów, Warszawa, mazowieckie",595000.0,38.5,pełna własność,1,do wykończenia,10,850.0,miejskie,wtórny,biuro nieruchomości,1976,blok,0,Mokotów,15455.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"ul. Równoległa, Raków, Włochy, Warszawa, mazowieckie",699000.0,37.4,pełna własność,2,do zamieszkania,2,600.0,miejskie,wtórny,biuro nieruchomości,2023,apartamentowiec,1,Włochy,18690.0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",913680.0,43.2,pełna własność,2,do zamieszkania,3,660.0,miejskie,wtórny,biuro nieruchomości,2020,apartamentowiec,1,Praga-Północ,21150.0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
"al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie",669000.0,30.0,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,1,500.0,miejskie,wtórny,biuro nieruchomości,1982,blok,1,Praga-Południe,22300.0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"ul. Stryjeńskich, Natolin, Ursynów, Warszawa, mazowieckie",1250000.0,81.55,spółdzielcze wł. prawo do lokalu,4,do zamieszkania,2,1250.0,miejskie,wtórny,biuro nieruchomości,2005,blok,1,Ursynów,15328.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Starowiślna, Żerań, Białołęka, Warszawa, mazowieckie",900000.0,53.0,pełna własność,3,do zamieszkania,0,800.0,miejskie,pierwotny,prywatny,2019,blok,0,Białołęka,16981.0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"ul. Nowogrodzka, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1350000.0,58.2,pełna własność,2,do wykończenia,1,550.0,miejskie,wtórny,biuro nieruchomości,1903,kamienica,0,Śródmieście,23196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Nowoursynowska 143, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",1780000.0,106.7,spółdzielcze wł. prawo do lokalu,5,do zamieszkania,3,1890.0,gazowe,wtórny,biuro nieruchomości,2000,blok,0,Ursynów,16682.0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0
"ul. Targowa, Stara Praga, Praga-Północ, Warszawa, mazowieckie",1295000.0,89.0,pełna własność,3,do remontu,4,700.0,gazowe,wtórny,prywatny,1915,kamienica,0,Praga-Północ,14551.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ul. Żytnia, Młynów, Wola, Warszawa, mazowieckie",999000.0,46.5,pełna własność,2,do zamieszkania,3,600.0,miejskie,wtórny,biuro nieruchomości,1952,kamienica,0,Wola,21484.0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",1470000.0,70.78,pełna własność,3,do zamieszkania,3,1000.0,miejskie,wtórny,prywatny,2016,blok,1,Praga-Południe,20769.0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
"Gocławek, Praga-Południe, Warszawa, mazowieckie",1550000.0,78.0,pełna własność,5,do zamieszkania,0,1300.0,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,1,Praga-Południe,19872.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"ul. Kirasjerów, Grochów, Praga-Południe, Warszawa, mazowieckie",616000.0,37.2,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,3,600.0,miejskie,wtórny,biuro nieruchomości,1958,blok,0,Praga-Południe,16559.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1499000.0,68.6,pełna własność,2,do zamieszkania,6,907.16,miejskie,wtórny,biuro nieruchomości,2008,apartamentowiec,1,Śródmieście,21851.0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
"Powiśle, Śródmieście, Warszawa, mazowieckie",1069000.0,56.3,użytkowanie wieczyste / dzierżawa,4,do remontu,1,586.0,miejskie,wtórny,biuro nieruchomości,1967,blok,1,Śródmieście,18988.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Pańska, Mirów, Wola, Warszawa, mazowieckie",799000.0,37.4,pełna własność,2,do zamieszkania,10,730.0,miejskie,wtórny,prywatny,1967,blok,0,Wola,21364.0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"Gocław, Praga-Południe, Warszawa, mazowieckie",939000.0,62.7,pełna własność,3,do zamieszkania,3,900.0,miejskie,wtórny,biuro nieruchomości,1980,blok,1,Praga-Południe,14976.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Międzylesie, Wawer, Warszawa, mazowieckie",695999.0,34.0,pełna własność,1,do zamieszkania,1,390.0,miejskie,wtórny,prywatny,2020,apartamentowiec,1,Wawer,20471.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"ul. Włościańska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1790000.0,81.8,pełna własność,3,do zamieszkania,1,1500.0,miejskie,wtórny,biuro nieruchomości,2018,apartamentowiec,1,Żoliborz,21883.0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0
"Powiśle, Śródmieście, Warszawa, mazowieckie",980000.0,42.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,0,660.0,miejskie,wtórny,biuro nieruchomości,1966,kamienica,0,Śródmieście,23333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1450000.0,78.34,pełna własność,3,do zamieszkania,0,900.0,miejskie,wtórny,biuro nieruchomości,2013,apartamentowiec,1,Wilanów,18509.0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0
"ul. Cypryjska, Stegny, Mokotów, Warszawa, mazowieckie",1350000.0,83.0,spółdzielcze wł. prawo do lokalu,4,do remontu,3,1330.0,miejskie,wtórny,biuro nieruchomości,1992,blok,0,Mokotów,16265.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ul. Płocka, Czyste, Wola, Warszawa, mazowieckie",799000.0,53.7,pełna własność,3,do remontu,6,1100.0,miejskie,wtórny,biuro nieruchomości,1974,blok,1,Wola,14879.0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",1220000.0,55.55,pełna własność,2,do zamieszkania,9,710.0,miejskie,wtórny,biuro nieruchomości,2008,apartamentowiec,1,Mokotów,21962.0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
"ul. Radomska, Stara Ochota, Ochota, Warszawa, mazowieckie",835000.0,44.0,pełna własność,2,do zamieszkania,5,665.0,miejskie,wtórny,biuro nieruchomości,1935,kamienica,1,Ochota,18977.0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",1250000.0,55.72,pełna własność,2,do zamieszkania,0,880.0,miejskie,wtórny,biuro nieruchomości,2008,apartamentowiec,1,Bemowo,22434.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"Czyste, Wola, Warszawa, mazowieckie",689000.0,28.0,pełna własność,1,do zamieszkania,1,450.0,miejskie,wtórny,prywatny,1958,blok,0,Wola,24607.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",1599000.0,86.04,pełna własność,4,do zamieszkania,3,1400.0,miejskie,pierwotny,prywatny,2023,apartamentowiec,1,Włochy,18584.0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0
"ul. Polki, Wyczółki, Ursynów, Warszawa, mazowieckie",1128000.0,64.0,pełna własność,3,do zamieszkania,2,791.0,miejskie,wtórny,biuro nieruchomości,2018,blok,1,Ursynów,17625.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie",1985000.0,68.72,pełna własność,2,do zamieszkania,10,688.0,miejskie,wtórny,prywatny,2019,apartamentowiec,1,Wola,28885.0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
"ul. Odkryta, Nowodwory, Białołęka, Warszawa, mazowieckie",620000.0,42.0,użytkowanie wieczyste / dzierżawa,2,do zamieszkania,1,700.0,miejskie,wtórny,prywatny,2003,blok,0,Białołęka,14762.0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",799000.0,63.0,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,0,1200.0,miejskie,wtórny,biuro nieruchomości,1980,blok,0,Praga-Południe,12683.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Młynów, Wola, Warszawa, mazowieckie",799000.0,63.5,udział,3,do zamieszkania,0,1200.0,miejskie,wtórny,biuro nieruchomości,1980,blok,0,Wola,12583.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Wspólna, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1100000.0,48.67,pełna własność,3,do remontu,0,480.0,elektryczne,wtórny,prywatny,1896,kamienica,0,Śródmieście,22601.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nowolipki, Wola, Warszawa, mazowieckie",710000.0,37.8,spółdzielcze wł. prawo do lokalu,2,do remontu,10,570.0,miejskie,wtórny,biuro nieruchomości,1965,plomba,1,Wola,18783.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słodowiec, Bielany, Warszawa, mazowieckie",359000.0,18.11,pełna własność,1,do zamieszkania,6,450.0,miejskie,wtórny,biuro nieruchomości,1969,blok,1,Bielany,19823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nowolipki, Wola, Warszawa, mazowieckie",695000.0,33.44,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,8,430.0,miejskie,wtórny,biuro nieruchomości,1974,blok,1,Wola,20783.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Puławska, Stary Imielin, Ursynów, Warszawa, mazowieckie",1489000.0,68.0,pełna własność,3,do zamieszkania,2,1000.0,miejskie,wtórny,biuro nieruchomości,2010,blok,0,Ursynów,21897.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Płocka, Młynów, Wola, Warszawa, mazowieckie",735000.0,39.0,pełna własność,1,do zamieszkania,4,700.0,miejskie,wtórny,biuro nieruchomości,1952,kamienica,0,Wola,18846.0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",999000.0,45.0,pełna własność,2,do zamieszkania,3,650.0,miejskie,wtórny,biuro nieruchomości,1913,kamienica,0,Śródmieście,22200.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Chłodna 15, Ulrychów, Wola, Warszawa, mazowieckie",889000.0,38.8,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,10,730.0,miejskie,wtórny,prywatny,1969,blok,1,Wola,22912.0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0
"ul. Aleksandra Gierymskiego, Sielce, Mokotów, Warszawa, mazowieckie",770000.0,47.0,pełna własność,2,do remontu,3,500.0,miejskie,wtórny,biuro nieruchomości,1956,blok,0,Mokotów,16383.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Górczewska, Ulrychów, Wola, Warszawa, mazowieckie",840000.0,49.05,pełna własność,2,do remontu,5,598.0,miejskie,wtórny,biuro nieruchomości,1958,blok,0,Wola,17125.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"al. Aleja Władysława Reymonta, Piaski, Bielany, Warszawa, mazowieckie",759900.0,41.1,pełna własność,2,do zamieszkania,9,615.0,miejskie,wtórny,biuro nieruchomości,1973,blok,1,Bielany,18489.0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1
"ul. Karabeli, Jelonki Północne, Bemowo, Warszawa, mazowieckie",729000.0,45.81,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,10,890.0,miejskie,wtórny,biuro nieruchomości,1980,blok,1,Bemowo,15914.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1460000.0,92.0,pełna własność,4,do zamieszkania,4,1430.0,miejskie,wtórny,biuro nieruchomości,1953,kamienica,1,Śródmieście,15870.0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"ul. Cieszyńska, Ksawerów, Mokotów, Warszawa, mazowieckie",954000.0,58.0,pełna własność,3,do zamieszkania,10,480.0,miejskie,wtórny,biuro nieruchomości,1975,blok,0,Mokotów,16448.0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0
"ul. Podleśna, Las Bielański, Bielany, Warszawa, mazowieckie",640000.0,37.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,3,550.0,miejskie,wtórny,prywatny,1968,blok,0,Bielany,17297.0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
"ul. Grenady, Młynów, Wola, Warszawa, mazowieckie",835000.0,52.0,pełna własność,3,do remontu,0,1000.0,miejskie,wtórny,biuro nieruchomości,1960,kamienica,0,Wola,16058.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Józefa Mehoffera 60a, Tarchomin, Białołęka, Warszawa, mazowieckie",749000.0,50.19,pełna własność,4,do zamieszkania,2,499.0,miejskie,wtórny,prywatny,2010,blok,0,Białołęka,14923.0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",875000.0,48.0,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,3,810.0,miejskie,wtórny,biuro nieruchomości,1960,blok,0,Żoliborz,18229.0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
"ul. Stanisława Augusta, Kamionek, Praga-Południe, Warszawa, mazowieckie",1650000.0,63.38,pełna własność,2,do wykończenia,4,860.56,miejskie,wtórny,biuro nieruchomości,2022,apartamentowiec,1,Praga-Południe,26033.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Bródno, Targówek, Warszawa, mazowieckie",489000.0,27.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,0,400.0,miejskie,wtórny,prywatny,1970,blok,0,Targówek,18111.0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"ul. Ludwika Michała Paca 43, Grochów, Praga-Południe, Warszawa, mazowieckie",729000.0,36.0,pełna własność,2,do zamieszkania,1,450.0,miejskie,wtórny,prywatny,1954,kamienica,0,Praga-Południe,20250.0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0
"ul. Nowodworska, Nowodwory, Białołęka, Warszawa, mazowieckie",549900.0,31.5,pełna własność,2,do zamieszkania,1,585.0,miejskie,wtórny,biuro nieruchomości,1999,blok,1,Białołęka,17457.0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0
"Górce, Bemowo, Warszawa, mazowieckie",999102.0,69.76,pełna własność,3,do remontu,3,10.0,gazowe,wtórny,biuro nieruchomości,2024,blok,1,Bemowo,14322.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ul. Budki Szczęśliwickie, Stare Włochy, Włochy, Warszawa, mazowieckie",1449000.0,74.5,pełna własność,3,do zamieszkania,2,592.0,miejskie,wtórny,biuro nieruchomości,2019,blok,1,Włochy,19450.0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0
"ul. Władysława Reymonta, Chomiczówka, Bielany, Warszawa, mazowieckie",523000.0,27.1,pełna własność,2,do zamieszkania,10,270.0,miejskie,wtórny,biuro nieruchomości,1978,blok,0,Bielany,19299.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"ul. gen. Tadeusza Bora-Komorowskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",1299000.0,78.8,pełna własność,3,do zamieszkania,2,1343.0,miejskie,wtórny,biuro nieruchomości,1993,blok,1,Praga-Południe,16485.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
"ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",999999.0,80.2,pełna własność,3,do wykończenia,2,1164.0,miejskie,wtórny,biuro nieruchomości,2010,blok,0,Wawer,12469.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Kinowa, Grochów, Praga-Południe, Warszawa, mazowieckie",678000.0,36.29,pełna własność,2,do zamieszkania,2,580.0,miejskie,wtórny,biuro nieruchomości,1964,blok,1,Praga-Południe,18683.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ul. Sprzeczna, Stara Praga, Praga-Północ, Warszawa, mazowieckie",1669530.0,57.57,pełna własność,3,do zamieszkania,3,760.0,miejskie,wtórny,biuro nieruchomości,2017,apartamentowiec,1,Praga-Północ,29000.0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"al. Aleja 4 Czerwca 1989 r., Nowe Włochy, Włochy, Warszawa, mazowieckie",998000.0,64.27,pełna własność,3,do zamieszkania,0,600.0,inne,pierwotny,deweloper,2018,blok,1,Włochy,15528.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"ul. Targowa, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1049000.0,69.0,pełna własność,3,do zamieszkania,2,1040.0,miejskie,wtórny,prywatny,1890,kamienica,0,Praga-Północ,15203.0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0
"ul. Krzysztofa Kieślowskiego 3a, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1192000.0,51.83,pełna własność,3,do zamieszkania,2,1100.0,miejskie,wtórny,prywatny,2016,apartamentowiec,1,Wilanów,22998.0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",730000.0,42.0,pełna własność,2,do zamieszkania,7,570.0,miejskie,wtórny,biuro nieruchomości,2015,blok,1,Ursynów,17381.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
