Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Ogrzewanie,Certyfikat energetyczny,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,Link
"ul. Prałatowska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",770 000 zł,"46,8 m²",spółdzielcze wł. prawo do lokalu,2,,6/12,balkon,330 zł,,miejskie,,wtórny,biuro nieruchomości,,1980.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,,"piwnica, oddzielna kuchnia",,https://www.otodom.pl/pl/oferta/2-pokoje-loggia-przy-metrze-targowek-mieszkaniowy-ID4ruK2
"ul. Kwatery Głównej, Gocławek, Praga-Południe, Warszawa, mazowieckie",939 000 zł,60 m²,pełna własność,3,do zamieszkania,2/5,balkon,600 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-06-01,2010.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, pralka",,pustak,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-mieszkanie-z-wyposazeniem-ID4rpuG
"ul. Jutrzenki, Raków, Włochy, Warszawa, mazowieckie",1 028 000 zł,"67,93 m²",pełna własność,3,do wykończenia,3/6,balkon,,garaż/miejsce parkingowe,miejskie,,pierwotny,biuro nieruchomości,2026-09-30,2026.0,blok,,tak,,monitoring / ochrona,,pom. użytkowe,,https://www.otodom.pl/pl/oferta/0-deweloperskie-bliskie-wlochy-ID4ruJU
"ul. Hajduczka, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,"36,14 m²",pełna własność,2,do wykończenia,2/3,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-ID4rl7J
"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,"97,77 m²",pełna własność,4,do wykończenia,1/5,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-97m2-2-balkony-ID4q2o7
"ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,"97,67 m²",pełna własność,4,do wykończenia,2/8,,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-97m2-loggia-ID4r3Yx
"ul. Narożna, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,"63,03 m²",pełna własność,3,do wykończenia,2/6,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bez-prowizji-ID4qts3
"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,"80,03 m²",pełna własność,4,do wykończenia,3/7,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-balkon-bez-prowizji-ID4rruQ
"ul. Na Uboczu, Natolin, Ursynów, Warszawa, mazowieckie",918 000 zł,"52,8 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,1/10,balkon,918 zł,,miejskie,A,wtórny,biuro nieruchomości,,1978.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia, pom. użytkowe",wielka płyta,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-blisko-metro-natolin-zamiana-ID4ruJw
"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",869 000 zł,53 m²,pełna własność,3,,2/3,balkon,,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-07-31,2023.0,blok,,tak,internet,"domofon / wideofon, monitoring / ochrona","meble, piekarnik, lodówka, pralka, zmywarka",,,https://www.otodom.pl/pl/oferta/dwa-balkonypo-remoncienowe-budownictwogaraz-ID4ruJh
"Nowe Bielany, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 439 000 zł,"55,9 m²",pełna własność,3,do zamieszkania,1/6,"balkon, taras",750 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2012.0,blok,drewniane,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,,https://www.otodom.pl/pl/oferta/3-pokojowe-56m2-duzy-taras-przy-samym-metrze-ID4ruIY
"ul. Odkryta, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",690 000 zł,44 m²,pełna własność,2,do zamieszkania,1/4,balkon,,,,,wtórny,prywatny,,,blok,,tak,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","oddzielna kuchnia, pom. użytkowe",,https://www.otodom.pl/pl/oferta/gotowiec-mieszkanie-z-pieknym-widokiem-ID4ruID
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1 225 000 zł,"62,52 m²",pełna własność,3,do zamieszkania,2/8,balkon,1 000 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2015.0,blok,plastikowe,tak,"telewizja kablowa, internet","teren zamknięty, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka, pralka",klimatyzacja,,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-ul-jana-kazimierza-3-pokoje-ID4pvIW
"ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie",749 000 zł,"54,6 m²",,3,do zamieszkania,5/10,balkon,950 zł,,miejskie,,wtórny,biuro nieruchomości,,1970.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,"meble, kuchenka","piwnica, oddzielna kuchnia",,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-super-ukladzie-ID4ruIG
"ul. Mazowiecka 20, Stara Miłosna, Wesoła, Warszawa, mazowieckie",1 029 000 zł,"79,4 m²",pełna własność,3,do zamieszkania,1/4,balkon,1 100 zł,garaż/miejsce parkingowe,inne,,wtórny,biuro nieruchomości,,2011.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,beton komórkowy,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-lasu-mieszkanie-jakich-malo-ID4rf91
"ul. Pory, Stegny, Mokotów, Warszawa, mazowieckie",1 580 000 zł,93 m²,pełna własność,3,do zamieszkania,4/12,taras,1 200 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2004.0,apartamentowiec,drewniane,tak,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/mieszkanie-93m2-duzy-27m2-taras-w-apartamentowcu-ID4rhmM
"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",698 000 zł,"30,39 m²",,1,,1/4,,,,miejskie,,pierwotny,prywatny,,2024.0,apartamentowiec,,nie,,"domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/kawalerka-robyg-royal-residence-ID4ruHf
"ul. Honoriusza Balzaka, Wawrzyszew, Bielany, Warszawa, mazowieckie",870 000 zł,"50,7 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,parter/10,balkon,"486,90 zł",,miejskie,,wtórny,prywatny,,,blok,plastikowe,tak,,"domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",,"klimatyzacja, piwnica",inny,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-warszawa-bielany-blisko-metr-ID4ruGK
"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",2 230 000 zł,"112,1 m²",pełna własność,3,do zamieszkania,> 10/17,,1 500 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2000.0,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",oddzielna kuchnia,cegła,https://www.otodom.pl/pl/oferta/3-pokojowy-przestronny-apartament-blisko-metra-ID4ruHa
"ul. Obrzeżna, Służew, Mokotów, Warszawa, mazowieckie",1 355 000 zł,"57,19 m²",pełna własność,3,do zamieszkania,3/3,"balkon, taras",790 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2015.0,blok,drewniane,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","klimatyzacja, piwnica",,https://www.otodom.pl/pl/oferta/obrzezna-mieszkanie-3-pokojowe-duzy-balkon-12m-ID4rjXn
"ul. Łukowska, Grochów, Praga-Południe, Warszawa, mazowieckie",439 000 zł,"30,5 m²",spółdzielcze wł. prawo do lokalu,1,do remontu,parter/8,,620 zł,,miejskie,,wtórny,biuro nieruchomości,,1986.0,blok,drewniane,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",wielka płyta,https://www.otodom.pl/pl/oferta/bezposrednio-przy-parku-zniczacichy-parterzielen-ID4ruFW
"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",619 000 zł,"26,11 m²",,1,,2/4,balkon,,,miejskie,,pierwotny,prywatny,,2024.0,apartamentowiec,,nie,,"domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/wyjatkowa-kawalerka-robyg-royal-residence-ID4ruGu
"ul. Jana Kochanowskiego, Piaski, Bielany, Warszawa, mazowieckie",830 000 zł,38 m²,pełna własność,2,do zamieszkania,3/4,balkon,770 zł,,miejskie,,wtórny,prywatny,2024-07-01,1973.0,blok,plastikowe,nie,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,wielka płyta,https://www.otodom.pl/pl/oferta/38m2-w-pelni-urzadzone-gotowe-do-zamieszkania-ID4ruGg
"ul. Ożarowska, Koło, Wola, Warszawa, mazowieckie",539 000 zł,29 m²,pełna własność,2,do remontu,3/3,,515 zł,,miejskie,,wtórny,prywatny,,1956.0,blok,plastikowe,nie,,"domofon / wideofon, monitoring / ochrona",,piwnica,cegła,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-woli-w-spokojnej-okolicy-ID4rjND
"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",735 449 zł,"52,91 m²",,3,,1/2,balkon,,garaż/miejsce parkingowe,,,pierwotny,biuro nieruchomości,,2024.0,blok,plastikowe,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/bialoleka-eco-tarchomin-3-pokoje-ID4ruFw
"ul. Ludwinowska, Jeziorki Północne, Ursynów, Warszawa, mazowieckie",1 430 000 zł,93 m²,,3,do zamieszkania,1/1,"balkon, taras",565 zł,garaż/miejsce parkingowe,gazowe,,wtórny,prywatny,,2010.0,dom wolnostojący,plastikowe,nie,telewizja kablowa,teren zamknięty,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,cegła,https://www.otodom.pl/pl/oferta/apartament-93-mk-w-pelni-wyposazony-ursynow-ID4qZJP
"ul. Jasnodworska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",729 000 zł,47 m²,,3,do zamieszkania,4/4,balkon,,,miejskie,,wtórny,biuro nieruchomości,,1971.0,blok,plastikowe,nie,,,"zmywarka, lodówka, kuchenka, pralka","piwnica, pom. użytkowe",,https://www.otodom.pl/pl/oferta/zoliborz-sady-z-3-pokoje-ID4ruFm
"ul. Bartycka 22C, Siekierki, Mokotów, Warszawa, mazowieckie",1 073 000 zł,"59,7 m²",spółdzielcze wł. prawo do lokalu,2,do zamieszkania,7/7,,1 100 zł,,miejskie,,wtórny,biuro nieruchomości,,2004.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",oddzielna kuchnia,,https://www.otodom.pl/pl/oferta/dzien-otwarty-nowej-oferty-2-pokoje-na-mokotowie-ID4ruFh
"ul. rtm. Witolda Pileckiego, Stary Imielin, Ursynów, Warszawa, mazowieckie",718 000 zł,36 m²,,2,do wykończenia,1/4,balkon,,garaż/miejsce parkingowe,,,pierwotny,biuro nieruchomości,,2023.0,apartamentowiec,,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",,klimatyzacja,cegła,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-ursynow-nowe-z-23-vat-ID4huMr
"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",735 449 zł,"52,91 m²",pełna własność,3,,1/3,balkon,,garaż/miejsce parkingowe,inne,,pierwotny,biuro nieruchomości,,2023.0,blok,drewniane,tak,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,klimatyzacja,drewno,https://www.otodom.pl/pl/oferta/3-pok-na-bialolece-eco-tarchomin-ID4muai
"ul. Stefana Baleya, Rakowiec, Ochota, Warszawa, mazowieckie",765 000 zł,"47,2 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,4/4,balkon,,,miejskie,,wtórny,biuro nieruchomości,,,,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,,"piwnica, oddzielna kuchnia",,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-47m2-po-generalnym-remoncie-ID4pJpK
"ul. Białołęcka, Brzeziny, Białołęka, Warszawa, mazowieckie",735 000 zł,"49,07 m²",pełna własność,3,do zamieszkania,2/2,"balkon, taras",550 zł,garaż/miejsce parkingowe,gazowe,A+,wtórny,biuro nieruchomości,,2015.0,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, meble, piekarnik, kuchenka",pom. użytkowe,cegła,https://www.otodom.pl/pl/oferta/plastyczne-mieszkanie-w-cichej-okolicy-z-poddaszem-ID4ru6y
"ul. Biskupia, Gocławek, Praga-Południe, Warszawa, mazowieckie",1 480 000 zł,102 m²,,3,,1/4,balkon,840 zł,garaż/miejsce parkingowe,,,wtórny,biuro nieruchomości,,1993.0,,drewniane,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",pom. użytkowe,,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-balkon-miejsce-postojowe-ID4ruES
"ul. Gorlicka, Rakowiec, Ochota, Warszawa, mazowieckie",799 000 zł,"56,4 m²",pełna własność,3,do remontu,2/4,balkon,,,miejskie,,wtórny,biuro nieruchomości,,,,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,,"piwnica, oddzielna kuchnia",,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-56m2-ochota-ID4qSEl
"ul. Samuela Bogumiła Lindego, Wrzeciono, Bielany, Warszawa, mazowieckie",884 000 zł,"52,11 m²",pełna własność,3,do zamieszkania,2/4,balkon,496 zł,,miejskie,,wtórny,prywatny,,1968.0,blok,plastikowe,nie,,,"lodówka, piekarnik, kuchenka",piwnica,,https://www.otodom.pl/pl/oferta/wyremontowane-pelna-wlasnosc-52-11-m2-ID4qEcC
"ul. Ochocka, Czechowice, Ursus, Warszawa, mazowieckie",957 000 zł,"66,21 m²",pełna własność,3,do zamieszkania,1/2,balkon,800 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2018.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",klimatyzacja,cegła,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-bezposrednio-ursus-niedzwiadek-ID4lwmA
"Gocławek, Gocławek, Praga-Południe, Warszawa, mazowieckie",1 459 000 zł,"97,58 m²",pełna własność,4,do zamieszkania,1/3,balkon,1 350 zł,garaż/miejsce parkingowe,gazowe,,wtórny,biuro nieruchomości,,1999.0,apartamentowiec,plastikowe,nie,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka, pralka","oddzielna kuchnia, pom. użytkowe",cegła,https://www.otodom.pl/pl/oferta/4-pok-p-1-3-kameralny-bud-goclawek-szaserow-ID4ruEB
"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",704 497 zł,"66,15 m²",pełna własność,4,,1/2,balkon,,garaż/miejsce parkingowe,,,pierwotny,biuro nieruchomości,,2024.0,blok,plastikowe,tak,internet,"domofon / wideofon, monitoring / ochrona",,,drewno,https://www.otodom.pl/pl/oferta/eco-mieszkanie-4-pokoje-promocja-ID4qA5u
"ul. ks. Jerzego Popiełuszki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",1 390 000 zł,76 m²,pełna własność,3,do remontu,6/6,,1 000 zł,,miejskie,,wtórny,biuro nieruchomości,2024-04-01,1950.0,kamienica,,tak,,domofon / wideofon,,piwnica,cegła,https://www.otodom.pl/pl/oferta/z-duzym-potencjalem-76-m2-na-zoliborzu-ID4pj4C
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1 080 400 zł,37 m²,pełna własność,2,do zamieszkania,6/6,balkon,570 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-02-08,2015.0,blok,,tak,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,klimatyzacja,cegła,https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-wykonczenia-wola-ID4p5je
"ul. Chłodna, Mirów, Wola, Warszawa, mazowieckie",685 000 zł,"26,7 m²",pełna własność,2,do remontu,7/16,,710 zł,,miejskie,,wtórny,biuro nieruchomości,2024-02-08,1969.0,blok,,tak,,,,,inny,https://www.otodom.pl/pl/oferta/top-lokalizacja-dwa-pokoje-dla-inwestora-ID4p3RF
"ul. Palestyńska, Bródno, Targówek, Warszawa, mazowieckie",879 000 zł,63 m²,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,parter/3,balkon,1 150 zł,garaż/miejsce parkingowe,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,1997.0,blok,plastikowe,nie,internet,"teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/brodno-63-m2-3-pokoje-piwnica-11-m2-ID4ruEf
"Grochów, Praga-Południe, Warszawa, mazowieckie",834 000 zł,"62,5 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,4/16,balkon,1 400 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-03-10,1985.0,blok,plastikowe,tak,,domofon / wideofon,"meble, lodówka, piekarnik, kuchenka",oddzielna kuchnia,beton,https://www.otodom.pl/pl/oferta/3-osobne-pokoje-osobna-kuchnia-balkon-ID4pj0C
"Bródno, Targówek, Warszawa, mazowieckie",645 000 zł,38 m²,pełna własność,2,,parter/11,,500 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,1970.0,blok,plastikowe,nie,,,,piwnica,wielka płyta,https://www.otodom.pl/pl/oferta/metro-w-poblizu-dogodny-dojazd-na-uczelnie-ID4ruDZ
"ul. Saska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",595 000 zł,28 m²,pełna własność,1,do zamieszkania,6/10,balkon,,,miejskie,,wtórny,biuro nieruchomości,,1960.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","klimatyzacja, piwnica",,https://www.otodom.pl/pl/oferta/ul-saska-kawalerka-po-remoncie-ID4ruDW
"Ulrychów, Wola, Warszawa, mazowieckie",1 240 000 zł,"68,4 m²",,3,do wykończenia,1/8,balkon,,garaż/miejsce parkingowe,miejskie,A+,pierwotny,prywatny,,2024.0,blok,plastikowe,tak,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,,cegła,https://www.otodom.pl/pl/oferta/3-pokoje-wola-gotowe-do-wykonczenia-ID4rjVz
"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",699 000 zł,43 m²,,2,do wykończenia,5/5,balkon,,garaż/miejsce parkingowe,miejskie,,pierwotny,biuro nieruchomości,,2025.0,blok,plastikowe,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/2-pok-na-ostatnim-5-pietrze-43m2-ID4rmqh
"al. Aleja Prymasa Tysiąclecia, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",315 000 zł,19 m²,pełna własność,2,do zamieszkania,1/4,,512 zł,,miejskie,,wtórny,prywatny,,,blok,plastikowe,tak,,,,piwnica,beton,https://www.otodom.pl/pl/oferta/kawalerki-11-roi-inwestycja-wynajem-ID4kJ7a
"ul. Wilcza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",835 000 zł,"34,75 m²",,2,,3/3,,920 zł,,miejskie,,wtórny,biuro nieruchomości,,1900.0,kamienica,,nie,,,,,cegła,https://www.otodom.pl/pl/oferta/klimatyczne-2-pokoje-w-przedwojennej-kamienicy-ID4ruDc
"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",869 900 zł,"44,86 m²",pełna własność,2,do zamieszkania,4/6,balkon,650 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-06-20,2016.0,apartamentowiec,,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,,https://www.otodom.pl/pl/oferta/ta-nieruchomosc-to-prawdziwy-klejnot-na-rynku-ID4r934
"ul. Szczęśliwicka, Szczęśliwice, Ochota, Warszawa, mazowieckie",970 000 zł,"52,25 m²",pełna własność,2,do zamieszkania,1/4,balkon,1 500 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,1953.0,blok,,nie,,"monitoring / ochrona, domofon / wideofon","meble, lodówka, piekarnik",piwnica,cegła,https://www.otodom.pl/pl/oferta/malownicza-okolica-otoczona-zielenia-i-spokojem-ID4rnFP
"ul. Przy Agorze, Wrzeciono, Bielany, Warszawa, mazowieckie",859 000 zł,"55,2 m²",pełna własność,2,do zamieszkania,1/4,taras,680 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2000.0,apartamentowiec,plastikowe,nie,,"monitoring / ochrona, domofon / wideofon","meble, lodówka, kuchenka",,cegła,https://www.otodom.pl/pl/oferta/do-negocjacji-garaz-metro-wawrzyszew-taras-ID4ri0E
"Stary Mokotów, Mokotów, Warszawa, mazowieckie",1 589 900 zł,73 m²,pełna własność,3,do zamieszkania,4/5,,950 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,,kamienica,plastikowe,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon","lodówka, meble, kuchenka, telewizor, pralka",,cegła,https://www.otodom.pl/pl/oferta/3-apartamenty-gotowiec-inwestycyjny-w-sercu-w-wy-ID4qXLQ
"ul. Józefa Elsnera, Służew, Mokotów, Warszawa, mazowieckie",765 000 zł,48 m²,pełna własność,2,do zamieszkania,parter/4,balkon,820 zł,,miejskie,,wtórny,biuro nieruchomości,,1980.0,blok,,nie,,,"lodówka, piekarnik, kuchenka, pralka","piwnica, pom. użytkowe",,https://www.otodom.pl/pl/oferta/mokotow-sluzew-n-dolinka-po-remoncie-ID4qZ7u
